   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   6.4280284e+00   2.5112597e+01
   7.3849129e+00   2.5334023e+01
   1.0437500e+01   3.1489180e+01
   1.0003540e+01   2.4632364e+01
   1.4212174e+01   3.0226191e+01
   1.6071713e+01   2.8851287e+01
   1.8790240e+01   2.7943652e+01
   2.1788387e+01   2.8260745e+01
   2.3387523e+01   2.4603530e+01
   2.4698126e+01   2.2698126e+01
   1.7253938e+01   1.1494667e+01
   1.8197719e+01   1.0121458e+01
   1.9482362e+01   9.2955369e+00
   2.1238551e+01   8.1662803e+00
   2.2187849e+01   5.4093178e+00
   2.3665770e+01   3.8202599e+00
   2.1488120e+01   6.8054016e-01
   2.3581126e+01  -2.2682677e+00
   2.1898072e+01  -5.3316723e+00
   2.1054451e+01  -8.0881344e+00
   2.0541939e+01  -1.0277965e+01
   2.0445586e+01  -1.3401503e+01
   1.9886617e+01  -1.5548599e+01
   1.8299398e+01  -2.0128081e+01
   1.6371258e+01  -2.1306266e+01
   1.3266138e+01  -2.3099007e+01
   6.9592919e+00  -1.3625543e+01
   6.0639667e+00  -1.3292636e+01
   5.0966004e+00  -1.2419786e+01
   4.5157316e+00  -1.1835587e+01
   3.6839946e+00  -1.1982244e+01
   2.8231264e+00  -1.1771256e+01
   2.6175643e+00  -1.1783829e+01
   2.6175643e+00  -1.1783829e+01
   2.6175643e+00  -1.1783829e+01
   2.6175643e+00  -1.1783829e+01
   2.6175643e+00  -1.1783829e+01
   2.8231264e+00  -1.1771256e+01
   3.2334359e+00  -1.1735358e+01
   3.9085005e+00  -1.2049798e+01
   4.7219079e+00  -1.1789878e+01
   4.9272551e+00  -1.1740579e+01
   5.5281583e+00  -1.2304150e+01
   6.9813144e+00  -1.2976768e+01
   9.8500003e+00  -1.3596599e+01
   1.1448496e+01  -1.2538578e+01
   1.9385563e+01  -1.9999803e+01
   2.0950193e+01  -1.7062830e+01
   2.2953540e+01  -1.5223638e+01
   2.2057715e+01  -1.2051891e+01
   2.2663816e+01  -9.6356957e+00
   2.2044995e+01  -6.9020453e+00
   2.2582481e+01  -3.6292468e+00
   2.2896816e+01  -3.6475528e-01
   2.3686782e+01   7.5731911e-01
   2.3686782e+01  -7.5731911e-01
   2.3696696e+01  -3.7871723e-01
   2.3686782e+01   7.5731911e-01
   2.3696696e+01  -3.7871723e-01
   2.3696696e+01  -3.7871723e-01
   2.3696696e+01   3.7871723e-01
   2.3696696e+01   3.7871723e-01
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3300000e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
   2.3700001e+01   0.0000000e+00
  -3.0000000e+00   4.0000000e+00
  -3.0499992e+00   3.9997500e+00
  -3.0999933e+00   3.9990000e+00
  -3.1499775e+00   3.9977502e+00
  -3.1999467e+00   3.9960005e+00
  -3.2498958e+00   3.9937513e+00
  -3.2998200e+00   3.9910027e+00
  -3.3497142e+00   3.9877550e+00
  -3.3995735e+00   3.9840085e+00
  -3.4493927e+00   3.9797637e+00
  -3.4991671e+00   3.9750208e+00
  -3.5488915e+00   3.9697805e+00
  -3.5985610e+00   3.9640432e+00
  -3.6481707e+00   3.9578095e+00
  -3.6977156e+00   3.9510800e+00
  -3.7471907e+00   3.9438554e+00
  -3.7965910e+00   3.9361364e+00
  -3.8459117e+00   3.9279238e+00
  -3.8951479e+00   3.9192185e+00
  -3.9442945e+00   3.9100212e+00
  -3.9933467e+00   3.9003329e+00
  -4.0422995e+00   3.8901546e+00
  -4.0911481e+00   3.8794872e+00
  -4.1398876e+00   3.8683320e+00
  -4.1885131e+00   3.8566899e+00
  -4.2370198e+00   3.8445621e+00
  -4.2854028e+00   3.8319499e+00
  -4.3336572e+00   3.8188545e+00
  -4.3817782e+00   3.8052772e+00
  -4.4297611e+00   3.7912194e+00
  -4.4776010e+00   3.7766824e+00
  -4.5252932e+00   3.7616678e+00
  -4.5728328e+00   3.7461771e+00
  -4.6202151e+00   3.7302117e+00
  -4.6674355e+00   3.7137733e+00
  -4.7144890e+00   3.6968636e+00
  -4.7613712e+00   3.6794841e+00
  -4.8080772e+00   3.6616367e+00
  -4.8546023e+00   3.6433232e+00
  -4.9009421e+00   3.6245453e+00
  -4.9470917e+00   3.6053050e+00
  -4.9930466e+00   3.5856041e+00
  -5.0388023e+00   3.5654447e+00
  -5.0843540e+00   3.5448287e+00
  -5.1296973e+00   3.5237583e+00
  -5.1748277e+00   3.5022355e+00
  -5.2197405e+00   3.4802625e+00
  -5.2644314e+00   3.4578414e+00
  -5.3088959e+00   3.4349746e+00
  -5.3531294e+00   3.4116643e+00
  -5.3971277e+00   3.3879128e+00
  -5.4408862e+00   3.3637225e+00
  -5.4844007e+00   3.3390959e+00
  -5.5276667e+00   3.3140354e+00
  -5.5706800e+00   3.2885434e+00
  -5.6134361e+00   3.2626226e+00
  -5.6559310e+00   3.2362756e+00
  -5.6981602e+00   3.2095049e+00
  -5.7401197e+00   3.1823132e+00
  -5.7818051e+00   3.1547034e+00
  -5.8232124e+00   3.1266781e+00
  -5.8643373e+00   3.0982401e+00
  -5.9051758e+00   3.0693923e+00
  -5.9457238e+00   3.0401375e+00
  -5.9859772e+00   3.0104788e+00
  -6.0259320e+00   2.9804190e+00
  -6.0655843e+00   2.9499612e+00
  -6.1049299e+00   2.9191083e+00
  -6.1439651e+00   2.8878636e+00
  -6.1826859e+00   2.8562301e+00
  -6.2210884e+00   2.8242109e+00
  -6.2591689e+00   2.7918094e+00
  -6.2969234e+00   2.7590286e+00
  -6.3343482e+00   2.7258720e+00
  -6.3714396e+00   2.6923428e+00
  -6.4081938e+00   2.6584443e+00
  -6.4446072e+00   2.6241801e+00
  -6.4806762e+00   2.5895533e+00
  -6.5163971e+00   2.5545677e+00
  -6.5517664e+00   2.5192266e+00
  -6.5867805e+00   2.4835335e+00
  -6.6214359e+00   2.4474922e+00
  -6.6557291e+00   2.4111060e+00
  -6.6896569e+00   2.3743788e+00
  -6.7232156e+00   2.3373141e+00
  -6.7564020e+00   2.2999157e+00
  -6.7892128e+00   2.2621873e+00
  -6.8216447e+00   2.2241327e+00
  -6.8536944e+00   2.1857557e+00
  -6.8853587e+00   2.1470601e+00
  -6.9166345e+00   2.1080498e+00
  -6.9475187e+00   2.0687287e+00
  -6.9780081e+00   2.0291008e+00
  -7.0080997e+00   1.9891699e+00
  -7.0377905e+00   1.9489401e+00
  -7.0670775e+00   1.9084154e+00
  -7.0959578e+00   1.8675999e+00
  -7.1244286e+00   1.8264977e+00
  -7.1524869e+00   1.7851127e+00
  -7.1801299e+00   1.7434493e+00
  -7.2073549e+00   1.7015115e+00
  -7.2341592e+00   1.6593036e+00
  -7.2605401e+00   1.6168298e+00
  -7.2864949e+00   1.5740942e+00
  -7.3120211e+00   1.5311013e+00
  -7.3371161e+00   1.4878552e+00
  -7.3617774e+00   1.4443604e+00
  -7.3860025e+00   1.4006211e+00
  -7.4097890e+00   1.3566418e+00
  -7.4331346e+00   1.3124268e+00
  -7.4560368e+00   1.2679806e+00
  -7.4784934e+00   1.2233076e+00
  -7.5005022e+00   1.1784122e+00
  -7.5220609e+00   1.1332990e+00
  -7.5431675e+00   1.0879725e+00
  -7.5638197e+00   1.0424372e+00
  -7.5840155e+00   9.9669765e-01
  -7.6037530e+00   9.5075842e-01
  -7.6230301e+00   9.0462412e-01
  -7.6418448e+00   8.5829936e-01
  -7.6601954e+00   8.1178877e-01
  -7.6780800e+00   7.6509701e-01
  -7.6954968e+00   7.1822873e-01
  -7.7124440e+00   6.7118864e-01
  -7.7289200e+00   6.2398142e-01
  -7.7449231e+00   5.7661181e-01
  -7.7604517e+00   5.2908454e-01
  -7.7755043e+00   4.8140436e-01
  -7.7900793e+00   4.3357605e-01
  -7.8041753e+00   3.8560438e-01
  -7.8177909e+00   3.3749414e-01
  -7.8309248e+00   2.8925016e-01
  -7.8435755e+00   2.4087726e-01
  -7.8557419e+00   1.9238027e-01
  -7.8674227e+00   1.4376404e-01
  -7.8786168e+00   9.5033435e-02
  -7.8893230e+00   4.6193329e-02
  -7.8995403e+00  -2.7513950e-03
  -7.9092677e+00  -5.1795844e-02
  -7.9185041e+00  -1.0093511e-01
  -7.9272486e+00  -1.5016429e-01
  -7.9355005e+00  -1.9947844e-01
  -7.9432588e+00  -2.4887265e-01
  -7.9505228e+00  -2.9834197e-01
  -7.9572917e+00  -3.4788146e-01
  -7.9635650e+00  -3.9748615e-01
  -7.9693418e+00  -4.4715110e-01
  -7.9746217e+00  -4.9687133e-01
  -7.9794042e+00  -5.4664188e-01
  -7.9836888e+00  -5.9645776e-01
  -7.9874749e+00  -6.4631399e-01
  -7.9907624e+00  -6.9620559e-01
  -7.9935507e+00  -7.4612758e-01
  -7.9958397e+00  -7.9607494e-01
  -7.9976292e+00  -8.4604270e-01
  -7.9989188e+00  -8.9602586e-01
  -7.9997086e+00  -9.4601941e-01
  -7.9999984e+00  -9.9601837e-01
